6.773531e+08,0
6.695225e+08,1
6.531033e+08,2
6.378089e+08,3
6.239613e+08,4
6.079068e+08,5
5.903661e+08,6
5.735805e+08,7
5.537223e+08,8
5.336749e+08,9
5.111503e+08,10
4.893844e+08,11
4.669553e+08,12
4.455411e+08,13
4.234645e+08,14
4.017368e+08,15
3.809385e+08,16
3.614021e+08,17
3.407087e+08,18
3.198030e+08,19
3.005421e+08,20
2.838746e+08,21
2.664943e+08,22
2.509514e+08,23
2.374788e+08,24
2.242097e+08,25
2.128506e+08,26
2.027385e+08,27
1.939622e+08,28
1.865439e+08,29
1.784107e+08,30
1.721967e+08,31
1.666392e+08,32
1.615502e+08,33
1.565076e+08,34
1.523946e+08,35
1.488178e+08,36
1.448750e+08,37
1.412865e+08,38
1.380184e+08,39
1.353440e+08,40
1.327007e+08,41
1.308509e+08,42
1.291588e+08,43
1.275944e+08,44
1.257886e+08,45
1.241356e+08,46
1.225046e+08,47
1.210465e+08,48
1.198319e+08,49
1.187812e+08,50
1.178182e+08,51
1.166560e+08,52
1.158150e+08,53
1.148949e+08,54
1.140798e+08,55
1.131216e+08,56
1.125079e+08,57
1.116024e+08,58
1.107755e+08,59
1.100461e+08,60
1.093498e+08,61
1.089475e+08,62
1.083749e+08,63
1.078710e+08,64
1.072055e+08,65
1.066832e+08,66
1.061712e+08,67
1.057231e+08,68
1.051438e+08,69
1.046107e+08,70
1.041057e+08,71
1.037105e+08,72
1.033724e+08,73
1.029318e+08,74
1.024245e+08,75
1.020493e+08,76
1.016246e+08,77
1.010959e+08,78
1.007896e+08,79
1.004913e+08,80
1.002407e+08,81
9.983018e+07,82
9.961831e+07,83
9.936431e+07,84
9.897710e+07,85
9.863583e+07,86
9.838250e+07,87
9.809490e+07,88
9.785823e+07,89
9.766966e+07,90
9.741149e+07,91
9.714459e+07,92
9.686148e+07,93
9.664074e+07,94
9.638047e+07,95
9.619384e+07,96
9.604556e+07,97
9.584096e+07,98
9.566009e+07,99
9.538069e+07,100
9.518856e+07,101
9.501333e+07,102
9.484900e+07,103
9.472532e+07,104
9.460594e+07,105
9.447878e+07,106
9.434261e+07,107
9.420069e+07,108
9.404328e+07,109
9.390496e+07,110
9.377993e+07,111
9.369567e+07,112
9.361480e+07,113
9.354040e+07,114
9.347799e+07,115
9.340766e+07,116
9.336857e+07,117
9.334372e+07,118
9.334336e+07,119
9.336907e+07,120
9.340598e+07,121
9.348079e+07,122
9.357057e+07,123
9.370649e+07,124
9.383593e+07,125
9.402831e+07,126
9.424839e+07,127
9.447913e+07,128
9.478921e+07,129
9.511768e+07,130
9.552772e+07,131
9.594916e+07,132
9.638019e+07,133
9.694022e+07,134
9.747624e+07,135
9.803634e+07,136
9.865203e+07,137
9.934874e+07,138
1.000199e+08,139
1.008488e+08,140
1.017498e+08,141
1.027462e+08,142
1.037887e+08,143
1.050402e+08,144
1.060095e+08,145
1.070817e+08,146
1.084975e+08,147
1.096318e+08,148
1.109532e+08,149
1.124167e+08,150
1.140503e+08,151
1.157016e+08,152
1.175183e+08,153
1.193787e+08,154
1.213762e+08,155
1.231763e+08,156
1.253100e+08,157
1.274105e+08,158
1.295538e+08,159
1.319210e+08,160
1.342657e+08,161
1.369327e+08,162
1.394095e+08,163
1.419562e+08,164
1.445258e+08,165
1.472356e+08,166
1.502161e+08,167
1.528888e+08,168
1.553800e+08,169
1.583467e+08,170
1.611962e+08,171
1.641649e+08,172
1.672755e+08,173
1.703396e+08,174
1.735138e+08,175
1.765930e+08,176
1.797770e+08,177
1.831137e+08,178
1.863287e+08,179
1.895500e+08,180
1.928619e+08,181
1.965138e+08,182
1.999967e+08,183
2.038528e+08,184
2.077541e+08,185
2.115497e+08,186
2.155214e+08,187
2.200937e+08,188
2.244010e+08,189
2.291814e+08,190
2.339105e+08,191
2.390559e+08,192
2.442139e+08,193
2.494515e+08,194
2.546122e+08,195
2.601628e+08,196
2.658614e+08,197
2.719729e+08,198
2.776013e+08,199
2.840186e+08,200
2.911173e+08,201
2.981912e+08,202
3.065922e+08,203
3.150183e+08,204
3.240190e+08,205
3.333750e+08,206
3.425819e+08,207
3.517368e+08,208
3.603118e+08,209
3.685481e+08,210
3.762342e+08,211
3.838952e+08,212
3.919668e+08,213
4.005241e+08,214
4.086661e+08,215
4.169341e+08,216
4.252526e+08,217
4.339550e+08,218
4.421018e+08,219
4.511141e+08,220
4.597548e+08,221
4.677602e+08,222
4.756065e+08,223
4.830580e+08,224
4.898017e+08,225
4.963515e+08,226
5.023089e+08,227
5.082206e+08,228
5.144048e+08,229
5.204647e+08,230
5.267777e+08,231
5.330842e+08,232
5.401312e+08,233
5.467922e+08,234
5.542988e+08,235
5.617911e+08,236
5.694139e+08,237
5.768877e+08,238
5.849612e+08,239
5.930470e+08,240
6.012423e+08,241
6.094213e+08,242
6.175625e+08,243
6.256899e+08,244
6.333803e+08,245
6.405396e+08,246
6.470467e+08,247
6.534155e+08,248
6.592436e+08,249
6.643757e+08,250
6.686072e+08,251
6.717889e+08,252
6.743525e+08,253
6.763773e+08,254
6.773531e+08,255
